movieId,title,year,genres_clean,content,avg_rating,rating_count
79,"Juror, The",1996,Drama Thriller,drama thriller,2.764705882352941,17.0
81,Things to Do in Denver When You're Dead,1995,Crime Drama Romance,things denver dead crime drama romance,3.107142857142857,14.0
82,Antonia's Line (Antonia),1995,Comedy Drama,line comedy drama,3.875,8.0
85,Angels and Insects,1995,Drama Romance,angels insects drama romance,3.857142857142857,7.0
86,White Squall,1996,Action Adventure Drama,white squall action adventure drama,3.966666666666667,15.0
87,Dunston Checks In,1996,Children Comedy,dunston checks children comedy,2.5,7.0
88,Black Sheep,1996,Comedy,black sheep comedy,3.15625,16.0
89,Nick of Time,1995,Action Thriller,nick time action thriller,3.25,10.0
92,Mary Reilly,1996,Drama Horror Thriller,mary reilly drama horror thriller,2.625,8.0
93,Vampire in Brooklyn,1995,Comedy Horror Romance,vampire brooklyn comedy horror romance,2.8333333333333335,9.0
94,Beautiful Girls,1996,Comedy Drama Romance,beautiful girls comedy drama romance,3.95,10.0
95,Broken Arrow,1996,Action Adventure Thriller,broken arrow action adventure thriller,3.0238095238095237,84.0
97,"Hate (Haine, La)",1995,Crime Drama,hate crime drama,3.9,10.0
100,City Hall,1996,Drama Thriller,city hall drama thriller,2.7857142857142856,14.0
101,Bottle Rocket,1996,Adventure Comedy Crime Romance,bottle rocket adventure comedy crime romance,3.782608695652174,23.0
102,Mr. Wrong,1996,Comedy,wrong comedy,2.4,5.0
104,Happy Gilmore,1996,Comedy,happy gilmore comedy,3.4393939393939394,99.0
105,"Bridges of Madison County, The",1995,Drama Romance,bridges madison drama romance,3.282608695652174,23.0
107,Muppet Treasure Island,1996,Adventure Children Comedy Musical,muppet treasure island adventure children comedy musical,3.326923076923077,26.0
110,Braveheart,1995,Action Drama War,braveheart action drama war,4.031645569620253,237.0
111,Taxi Driver,1976,Crime Drama Thriller,taxi driver crime drama thriller,4.105769230769231,104.0
112,Rumble in the Bronx (Hont faan kui),1995,Action Adventure Comedy Crime,rumble bronx faan action adventure comedy crime,3.5434782608695654,46.0
116,Anne Frank Remembered,1995,Documentary,anne frank remembered documentary,3.9,5.0
122,Boomerang,1992,Comedy Romance,boomerang comedy romance,2.65625,16.0
125,Flirting With Disaster,1996,Comedy,flirting disaster comedy,3.5833333333333335,12.0
126,"NeverEnding Story III, The",1994,Adventure Children Fantasy,neverending story adventure children fantasy,2.0,7.0
132,Jade,1995,Thriller,jade thriller,2.8333333333333335,6.0
135,Down Periscope,1996,Comedy,periscope comedy,2.9516129032258065,31.0
140,Up Close and Personal,1996,Drama Romance,close personal drama romance,3.5,16.0
141,"Birdcage, The",1996,Comedy,comedy,3.494186046511628,86.0
144,"Brothers McMullen, The",1995,Comedy,brothers comedy,3.3333333333333335,12.0
145,Bad Boys,1995,Action Comedy Crime Drama Thriller,bad boys action comedy crime drama thriller,3.2450980392156863,51.0
147,"Basketball Diaries, The",1995,Drama,basketball drama,3.466666666666667,15.0
150,Apollo 13,1995,Adventure Drama IMAX,apollo adventure drama imax,3.845771144278607,201.0
151,Rob Roy,1995,Action Drama Romance War,rob roy action drama romance war,3.5454545454545454,44.0
153,Batman Forever,1995,Action Adventure Comedy Crime,batman forever action adventure comedy crime,2.9160583941605838,137.0
154,Beauty of the Day (Belle de jour),1967,Drama,beauty day de drama,3.875,12.0
155,Beyond Rangoon,1995,Adventure Drama War,beyond rangoon adventure drama war,2.4166666666666665,6.0
157,Canadian Bacon,1995,Comedy War,canadian bacon comedy war,2.8636363636363638,11.0
158,Casper,1995,Adventure Children,casper adventure children,2.806451612903226,62.0
159,Clockers,1995,Crime Drama Mystery,clockers crime drama mystery,2.892857142857143,14.0
160,Congo,1995,Action Adventure Mystery Sci-Fi,congo action adventure mystery,2.8771929824561404,57.0
161,Crimson Tide,1995,Drama Thriller War,crimson tide drama thriller war,3.6359223300970873,103.0
162,Crumb,1994,Documentary,crumb documentary,4.205882352941177,17.0
163,Desperado,1995,Action Romance Western,desperado action romance western,3.5606060606060606,66.0
164,Devil in a Blue Dress,1995,Crime Film-Noir Mystery Thriller,devil blue dress crime mystery thriller,3.3214285714285716,14.0
165,Die Hard: With a Vengeance,1995,Action Crime Thriller,die vengeance action crime thriller,3.5555555555555554,144.0
168,First Knight,1995,Action Drama Romance,first knight action drama romance,3.0833333333333335,54.0
169,Free Willy 2: The Adventure Home,1995,Adventure Children Drama,free willy adventure home adventure children drama,2.4,10.0
170,Hackers,1995,Action Adventure Crime Thriller,hackers action adventure crime thriller,3.2285714285714286,35.0
171,Jeffrey,1995,Comedy Drama,jeffrey comedy drama,3.8333333333333335,6.0
172,Johnny Mnemonic,1995,Action Sci-Fi Thriller,johnny mnemonic action thriller,2.6792452830188678,53.0
173,Judge Dredd,1995,Action Crime Sci-Fi,judge dredd action crime,2.6693548387096775,62.0
174,Jury Duty,1995,Comedy,jury duty comedy,2.7,10.0
175,Kids,1995,Drama,kids drama,3.975,20.0
176,Living in Oblivion,1995,Comedy,living oblivion comedy,4.3076923076923075,13.0
177,Lord of Illusions,1995,Horror,lord illusions horror,2.75,8.0
180,Mallrats,1995,Comedy Romance,mallrats comedy romance,3.4027777777777777,36.0
181,Mighty Morphin Power Rangers: The Movie,1995,Action Children,mighty morphin power movie action children,2.264705882352941,17.0
185,"Net, The",1995,Action Crime Thriller,action crime thriller,3.0401785714285716,112.0
186,Nine Months,1995,Comedy Romance,nine months comedy romance,2.8229166666666665,48.0
188,"Prophecy, The",1995,Fantasy Horror Mystery,fantasy horror mystery,3.4583333333333335,12.0
190,Safe,1995,Thriller,safe thriller,2.8,5.0
191,"Scarlet Letter, The",1995,Drama Romance,scarlet drama romance,2.4166666666666665,6.0
193,Showgirls,1995,Drama,showgirls drama,2.4714285714285715,35.0
194,Smoke,1995,Comedy Drama,smoke comedy drama,3.6666666666666665,18.0
195,Something to Talk About,1995,Comedy Drama Romance,something talk comedy drama romance,3.1,10.0
196,Species,1995,Horror Sci-Fi,species horror,2.6666666666666665,45.0
198,Strange Days,1995,Action Crime Drama Mystery Sci-Fi Thriller,strange days action crime drama mystery thriller,3.25,28.0
203,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,Comedy,wong thanks julie newmar comedy,3.4318181818181817,22.0
204,Under Siege 2: Dark Territory,1995,Action,siege dark territory action,2.716666666666667,30.0
205,Unstrung Heroes,1995,Comedy Drama,unstrung heroes comedy drama,3.1666666666666665,9.0
207,"Walk in the Clouds, A",1995,Drama Romance,walk drama romance,3.4285714285714284,21.0
208,Waterworld,1995,Action Adventure Sci-Fi,waterworld action adventure,2.9130434782608696,115.0
213,Burnt by the Sun (Utomlyonnye solntsem),1994,Drama,burnt sun drama,3.8333333333333335,6.0
215,Before Sunrise,1995,Drama Romance,sunrise drama romance,4.041666666666667,24.0
216,Billy Madison,1995,Comedy,billy madison comedy,3.326530612244898,49.0
217,"Babysitter, The",1995,Drama Thriller,drama thriller,2.3333333333333335,6.0
218,Boys on the Side,1995,Comedy Drama,boys side comedy drama,3.4285714285714284,14.0
222,Circle of Friends,1995,Drama Romance,circle friends drama romance,3.75,16.0
223,Clerks,1994,Comedy,clerks comedy,3.855769230769231,104.0
224,Don Juan DeMarco,1995,Comedy Drama Romance,juan demarco comedy drama romance,3.6125,40.0
225,Disclosure,1994,Drama Thriller,disclosure drama thriller,3.5384615384615383,52.0
227,Drop Zone,1994,Action Thriller,drop zone action thriller,2.8636363636363638,22.0
229,Death and the Maiden,1994,Drama Thriller,death maiden drama thriller,3.4285714285714284,7.0
230,Dolores Claiborne,1995,Drama Thriller,dolores claiborne drama thriller,3.3958333333333335,24.0
231,Dumb & Dumber (Dumb and Dumber),1994,Adventure Comedy,dumb dumber adventure comedy,3.0601503759398496,133.0
232,Eat Drink Man Woman (Yin shi nan nu),1994,Comedy Drama Romance,eat drink man woman shi nan comedy drama romance,3.892857142857143,14.0
233,Exotica,1994,Drama,exotica drama,3.5,12.0
234,Exit to Eden,1994,Comedy,exit eden comedy,2.588235294117647,17.0
235,Ed Wood,1994,Comedy Drama,ed wood comedy drama,3.6785714285714284,70.0
236,French Kiss,1995,Action Comedy Romance,french kiss action comedy romance,3.477777777777778,45.0
237,Forget Paris,1995,Comedy Romance,forget paris comedy romance,3.340909090909091,22.0
239,"Goofy Movie, A",1995,Animation Children Comedy Romance,goofy animation children comedy romance,3.0,17.0
242,Farinelli: il castrato,1994,Drama Musical,il castrato drama musical,3.6,5.0
246,Hoop Dreams,1994,Documentary,hoop dreams documentary,4.293103448275862,29.0
247,Heavenly Creatures,1994,Crime Drama,heavenly creatures crime drama,3.9285714285714284,21.0
248,Houseguest,1994,Comedy,houseguest comedy,3.176470588235294,17.0
249,Immortal Beloved,1994,Drama Romance,immortal beloved drama romance,3.7222222222222223,18.0
250,Heavyweights (Heavy Weights),1995,Children Comedy,heavyweights children comedy,2.5,6.0
252,I.Q.,1994,Comedy Romance,comedy romance,3.453488372093023,43.0
253,Interview with the Vampire: The Vampire Chronicles,1994,Drama Horror,interview vampire chronicles drama horror,3.458715596330275,109.0
255,"Jerky Boys, The",1995,Comedy,jerky comedy,2.0714285714285716,7.0
256,Junior,1994,Comedy Sci-Fi,junior comedy,2.8285714285714287,35.0
257,Just Cause,1995,Mystery Thriller,cause mystery thriller,3.5,14.0
258,"Kid in King Arthur's Court, A",1995,Adventure Children Comedy Fantasy Romance,kid king adventure children comedy fantasy romance,2.6,10.0
259,Kiss of Death,1995,Crime Drama Thriller,kiss death crime drama thriller,3.2,5.0
260,Star Wars: Episode IV - A New Hope,1977,Action Adventure Sci-Fi,star episode iv new hope action adventure,4.231075697211155,251.0
261,Little Women,1994,Drama,little women drama,3.880952380952381,42.0
262,"Little Princess, A",1995,Children Drama,little children drama,3.9047619047619047,21.0
265,Like Water for Chocolate (Como agua para chocolate),1992,Drama Fantasy Romance,like water chocolate agua para drama fantasy romance,3.9393939393939394,33.0
266,Legends of the Fall,1994,Drama Romance War Western,legends fall drama romance war western,3.3970588235294117,68.0
267,Major Payne,1995,Comedy,major payne comedy,2.9411764705882355,17.0
270,Love Affair,1994,Drama Romance,love affair drama romance,3.4,5.0
272,"Madness of King George, The",1994,Comedy Drama,madness king comedy drama,3.7580645161290325,31.0
273,Mary Shelley's Frankenstein (Frankenstein),1994,Drama Horror Sci-Fi,mary frankenstein drama horror,2.9464285714285716,28.0
274,Man of the House,1995,Comedy,man house comedy,2.9285714285714284,7.0
275,Mixed Nuts,1994,Comedy,mixed nuts comedy,2.0,6.0
276,Milk Money,1994,Comedy Romance,milk money comedy romance,3.25,22.0
277,Miracle on 34th Street,1994,Drama,miracle street drama,3.223684210526316,38.0
280,Murder in the First,1995,Drama Thriller,murder first drama thriller,4.076923076923077,13.0
281,Nobody's Fool,1994,Comedy Drama Romance,fool comedy drama romance,3.7857142857142856,14.0
282,Nell,1994,Drama,nell drama,3.3375,40.0
288,Natural Born Killers,1994,Action Crime Thriller,natural born killers action crime thriller,3.233695652173913,92.0
289,Only You,1994,Comedy Romance,comedy romance,3.5625,8.0
290,Once Were Warriors,1994,Crime Drama,warriors crime drama,4.035714285714286,14.0
292,Outbreak,1995,Action Drama Sci-Fi Thriller,outbreak action drama thriller,3.4257425742574257,101.0
293,Léon: The Professional (a.k.a. The Professional) (Léon),1994,Action Crime Drama Thriller,professional action crime drama thriller,4.018796992481203,133.0
296,Pulp Fiction,1994,Comedy Crime Drama Thriller,pulp fiction comedy crime drama thriller,4.197068403908795,307.0
300,Quiz Show,1994,Drama,quiz show drama,3.5185185185185186,81.0
302,"Queen Margot (Reine Margot, La)",1994,Drama Romance,queen margot drama romance,3.2,5.0
303,"Quick and the Dead, The",1995,Action Thriller Western,quick action thriller western,2.953125,32.0
305,Ready to Wear (Pret-A-Porter),1994,Comedy,ready wear comedy,2.8333333333333335,9.0
306,Three Colors: Red (Trois couleurs: Rouge),1994,Drama,three red drama,4.21875,16.0
307,Three Colors: Blue (Trois couleurs: Bleu),1993,Drama,three blue drama,3.8958333333333335,24.0
308,Three Colors: White (Trzy kolory: Bialy),1994,Comedy Drama,three white comedy drama,4.025,20.0
312,Stuart Saves His Family,1995,Comedy,stuart saves family comedy,1.4444444444444444,9.0
314,"Secret of Roan Inish, The",1994,Children Drama Fantasy Mystery,secret roan children drama fantasy mystery,3.75,16.0
315,"Specialist, The",1994,Action Drama Thriller,action drama thriller,3.0789473684210527,38.0
316,Stargate,1994,Action Adventure Sci-Fi,stargate action adventure,3.375,140.0
317,"Santa Clause, The",1994,Comedy Drama Fantasy,santa comedy drama fantasy,3.2037037037037037,81.0
318,"Shawshank Redemption, The",1994,Crime Drama,shawshank crime drama,4.429022082018927,317.0
319,Shallow Grave,1994,Comedy Drama Thriller,shallow grave comedy drama thriller,3.6,20.0
322,Swimming with Sharks,1995,Comedy Drama,swimming sharks comedy drama,3.55,10.0
325,National Lampoon's Senior Trip,1995,Comedy,national senior trip comedy,2.5,7.0
327,Tank Girl,1995,Action Comedy Sci-Fi,tank girl action comedy,2.823529411764706,34.0
328,Tales from the Crypt Presents: Demon Knight,1995,Horror Thriller,tales crypt demon knight horror thriller,3.15,10.0
329,Star Trek: Generations,1994,Adventure Drama Sci-Fi,star generations adventure drama,3.3935185185185186,108.0
330,Tales from the Hood,1995,Action Crime Horror,tales hood action crime horror,3.0,6.0
332,Village of the Damned,1995,Horror Sci-Fi,village damned horror,2.8333333333333335,12.0
333,Tommy Boy,1995,Comedy,tommy boy comedy,3.78,50.0
334,Vanya on 42nd Street,1994,Drama,vanya street drama,4.2,5.0
337,What's Eating Gilbert Grape,1993,Drama,eating gilbert grape drama,3.7662337662337664,77.0
338,Virtuosity,1995,Action Sci-Fi Thriller,virtuosity action thriller,2.8421052631578947,19.0
339,While You Were Sleeping,1995,Comedy Romance,sleeping comedy romance,3.4693877551020407,98.0
340,"War, The",1994,Adventure Drama War,adventure drama war,3.4,5.0
342,Muriel's Wedding,1994,Comedy,wedding comedy,3.272727272727273,33.0
343,"Baby-Sitters Club, The",1995,Children,children,2.9,5.0
344,Ace Ventura: Pet Detective,1994,Comedy,ace pet detective comedy,3.040372670807453,161.0
345,"Adventures of Priscilla, Queen of the Desert, The",1994,Comedy Drama,adventures queen comedy drama,3.5972222222222223,36.0
346,Backbeat,1993,Drama Musical,backbeat drama musical,3.5,6.0
347,Bitter Moon,1992,Drama Film-Noir Romance,bitter moon drama romance,3.5,6.0
348,Bullets Over Broadway,1994,Comedy,bullets broadway comedy,3.5833333333333335,30.0
349,Clear and Present Danger,1994,Action Crime Drama Thriller,clear present danger action crime drama thriller,3.6045454545454545,110.0
350,"Client, The",1994,Drama Mystery Thriller,drama mystery thriller,3.3859649122807016,57.0
351,"Corrina, Corrina",1994,Comedy Drama Romance,corrina comedy drama romance,3.176470588235294,17.0
353,"Crow, The",1994,Action Crime Fantasy Thriller,action crime fantasy thriller,3.609375,64.0
354,Cobb,1994,Drama,cobb drama,3.3333333333333335,6.0
355,"Flintstones, The",1994,Children Comedy Fantasy,children comedy fantasy,2.357142857142857,42.0
356,Forrest Gump,1994,Comedy Drama Romance War,forrest gump comedy drama romance war,4.164133738601824,329.0
357,Four Weddings and a Funeral,1994,Comedy Romance,four weddings funeral comedy romance,3.5194174757281553,103.0
358,Higher Learning,1995,Drama,higher learning drama,2.6666666666666665,9.0
360,I Love Trouble,1994,Action Comedy,love trouble action comedy,2.6875,8.0
361,It Could Happen to You,1994,Comedy Drama Romance,could happen comedy drama romance,3.0588235294117645,17.0
362,"Jungle Book, The",1994,Adventure Children Romance,jungle adventure children romance,3.5294117647058822,34.0
364,"Lion King, The",1994,Adventure Animation Children Drama Musical IMAX,lion adventure animation children drama musical imax,3.941860465116279,172.0
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",1994,Drama Horror Mystery Thriller,wes new nightmare elm street part drama horror mystery thriller,2.9166666666666665,12.0
367,"Mask, The",1994,Action Comedy Crime Fantasy,action comedy crime fantasy,3.1847133757961785,157.0
368,Maverick,1994,Adventure Comedy Western,maverick adventure comedy western,3.5,74.0
370,Naked Gun 33 1/3: The Final Insult,1994,Action Comedy,naked gun final insult action comedy,3.060344827586207,58.0
371,"Paper, The",1994,Comedy Drama,comedy drama,3.3095238095238093,21.0
372,Reality Bites,1994,Comedy Drama Romance,reality bites comedy drama romance,2.761904761904762,21.0
373,Red Rock West,1992,Thriller,red rock west thriller,3.6363636363636362,11.0
374,Richie Rich,1994,Children Comedy,richie rich children comedy,2.2,25.0
376,"River Wild, The",1994,Action Thriller,river action thriller,3.25,40.0
377,Speed,1994,Action Romance Thriller,speed action romance thriller,3.5292397660818713,171.0
378,Speechless,1994,Comedy Romance,speechless comedy romance,2.7857142857142856,7.0
379,Timecop,1994,Action Sci-Fi Thriller,timecop action thriller,2.5,21.0
380,True Lies,1994,Action Adventure Comedy Romance Thriller,true lies action adventure comedy romance thriller,3.497191011235955,178.0
381,When a Man Loves a Woman,1994,Drama Romance,man loves woman drama romance,3.8181818181818183,11.0
382,Wolf,1994,Drama Horror Romance Thriller,wolf drama horror romance thriller,3.15625,16.0
383,Wyatt Earp,1994,Western,wyatt earp western,3.0952380952380953,21.0
390,Faster Pussycat! Kill! Kill!,1965,Action Crime Drama,faster action crime drama,3.7,5.0
393,Street Fighter,1994,Action Adventure Fantasy,street fighter action adventure fantasy,2.5,10.0
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),1994,Action Fantasy,highlander sorcerer final action fantasy,2.4166666666666665,12.0
407,In the Mouth of Madness,1995,Horror Thriller,mouth madness horror thriller,3.4375,8.0
410,Addams Family Values,1993,Children Comedy Fantasy,addams family values children comedy fantasy,3.1011904761904763,84.0
412,"Age of Innocence, The",1993,Drama,age drama,3.5,15.0
413,Airheads,1994,Comedy,airheads comedy,2.7884615384615383,26.0
414,"Air Up There, The",1994,Comedy,air comedy,2.3333333333333335,6.0
415,Another Stakeout,1993,Comedy Thriller,another stakeout comedy thriller,2.53125,16.0
416,Bad Girls,1994,Western,bad girls western,2.5,8.0
417,Barcelona,1994,Comedy Romance,barcelona comedy romance,3.6923076923076925,13.0
419,"Beverly Hillbillies, The",1993,Comedy,beverly comedy,2.675,20.0
420,Beverly Hills Cop III,1994,Action Comedy Crime Thriller,beverly hills cop iii action comedy crime thriller,2.7203389830508473,59.0
421,Black Beauty,1994,Adventure Children Drama,black beauty adventure children drama,3.2083333333333335,12.0
422,Blink,1994,Thriller,blink thriller,3.2,5.0
423,Blown Away,1994,Action Thriller,blown away action thriller,2.85,10.0
426,Body Snatchers,1993,Horror Sci-Fi Thriller,body snatchers horror thriller,3.142857142857143,7.0
427,Boxing Helena,1993,Drama Mystery Romance Thriller,boxing helena drama mystery romance thriller,2.5416666666666665,12.0
428,"Bronx Tale, A",1993,Drama,bronx drama,3.7222222222222223,18.0
429,Cabin Boy,1994,Comedy,cabin boy comedy,2.0,6.0
431,Carlito's Way,1993,Crime Drama,way crime drama,3.738095238095238,42.0
432,City Slickers II: The Legend of Curly's Gold,1994,Adventure Comedy Western,city slickers legend gold adventure comedy western,2.6454545454545455,55.0
433,Clean Slate,1994,Comedy,clean slate comedy,2.75,8.0
434,Cliffhanger,1993,Action Adventure Thriller,cliffhanger action adventure thriller,3.0346534653465347,101.0
435,Coneheads,1993,Comedy Sci-Fi,coneheads comedy,2.4206349206349205,63.0
436,Color of Night,1994,Drama Thriller,color night drama thriller,2.5714285714285716,7.0
437,Cops and Robbersons,1994,Comedy,cops robbersons comedy,2.1666666666666665,9.0
438,"Cowboy Way, The",1994,Action Comedy Drama,cowboy action comedy drama,2.7142857142857144,7.0
440,Dave,1993,Comedy Romance,dave comedy romance,3.5460526315789473,76.0
441,Dazed and Confused,1993,Comedy,dazed confused comedy,3.9285714285714284,42.0
442,Demolition Man,1993,Action Adventure Sci-Fi,demolition man action adventure,3.0925925925925926,81.0
444,Even Cowgirls Get the Blues,1993,Comedy Romance,even cowgirls get blues comedy romance,2.3333333333333335,6.0
445,Fatal Instinct,1993,Comedy,fatal instinct comedy,3.0,12.0
446,Farewell My Concubine (Ba wang bie ji),1993,Drama Romance,farewell concubine wang bie drama romance,3.8333333333333335,9.0
448,Fearless,1993,Drama,fearless drama,3.625,8.0
450,With Honors,1994,Comedy Drama,honors comedy drama,3.0,7.0
453,For Love or Money,1993,Comedy Romance,love money comedy romance,2.8,5.0
454,"Firm, The",1993,Drama Thriller,drama thriller,3.5346534653465347,101.0
455,Free Willy,1993,Adventure Children Drama,free willy adventure children drama,2.391891891891892,37.0
457,"Fugitive, The",1993,Thriller,thriller,3.9921052631578946,190.0
458,Geronimo: An American Legend,1993,Drama Western,american legend drama western,2.8,5.0
459,"Getaway, The",1994,Action Adventure Crime Drama Romance Thriller,action adventure crime drama romance thriller,2.25,6.0
464,Hard Target,1993,Action Adventure Crime Thriller,hard target action adventure crime thriller,2.9,10.0
466,Hot Shots! Part Deux,1993,Action Comedy War,hot part deux action comedy war,2.8666666666666667,60.0
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The",1995,Comedy Romance,englishman went hill came comedy romance,3.2045454545454546,22.0
469,"House of the Spirits, The",1993,Drama Romance,house drama romance,3.4,5.0
471,"Hudsucker Proxy, The",1994,Comedy,hudsucker comedy,3.55,40.0
472,I'll Do Anything,1994,Comedy Drama,anything comedy drama,2.5833333333333335,6.0
473,In the Army Now,1994,Comedy War,army comedy war,1.8571428571428572,7.0
474,In the Line of Fire,1993,Action Thriller,line fire action thriller,3.692857142857143,70.0
475,In the Name of the Father,1993,Drama,name father drama,4.3,25.0
477,What's Love Got to Do with It?,1993,Drama Musical,love got drama musical,3.3823529411764706,17.0
480,Jurassic Park,1993,Action Adventure Sci-Fi Thriller,jurassic park action adventure thriller,3.75,238.0
481,Kalifornia,1993,Drama Thriller,kalifornia drama thriller,3.1578947368421053,19.0
482,Killing Zoe,1994,Crime Drama Thriller,killing zoe crime drama thriller,3.625,8.0
485,Last Action Hero,1993,Action Adventure Comedy Fantasy,last action hero action adventure comedy fantasy,2.9339622641509435,53.0
489,Made in America,1993,Comedy,made america comedy,2.8636363636363638,11.0
490,Malice,1993,Thriller,malice thriller,3.0,12.0
491,"Man Without a Face, The",1993,Drama,man without drama,3.2941176470588234,17.0
